date,pnl
2008-04-22,0.000000
2008-04-23,19.3630506544079874259124
2008-04-24,19.3667999317144391218134
2008-04-25,19.3705499349953548401798
2008-04-28,19.3743006643913053842181
2008-04-29,19.3780521200428887759310
2008-04-30,19.3818043020907302613872
2008-05-02,19.3855572106754823159932
2008-05-05,-173.7611691540621753502345
2008-05-06,380.2423539586690040710519
2008-05-07,324.3836013949293574085284
2008-05-08,-426.0351509272685742803255
2008-05-09,-97.9239030078780211508883
2008-05-12,-10.0826548468522043024690
2008-05-13,-230.13140644414433577655514
2008-05-14,241.76984220029238144494244
2008-05-15,681.8710910865047534414429
2008-05-16,947.6123402145395953554504
2008-05-20,605.3735895844437313943087
2008-05-21,1089.9948391962639948319567
2008-05-22,-342.1139109499527719893161
2008-05-23,-501.0526608541597176571140
2008-05-26,-770.6914105163099816871782
2008-05-27,277.3298400636433054783690
2008-05-28,-925.6389091142529775272182
2008-05-29,-167.8676580499519429935520
2008-05-30,-787.0664067434066941313540
2008-06-02,-616.84515519457032507069604
2008-06-03,87.23989659660407914075673
2008-06-04,-605.60665935970697883125590
2008-06-05,-67.80416862454294984482061
2008-06-06,281.76832259290339061969920
2008-06-09,980.91081429272542713057232
2008-06-10,-686.26669352498343766183139
2008-06-11,-390.47420086012978302153921
2008-06-12,-148.46170771262017012347434
2008-06-13,-148.45921408236114204995276
2008-06-16,201.11328003074077621281980
2008-06-17,389.34577462677907777825189
2008-06-18,-14.00173029415272613712903
2008-06-19,281.79076526803889378982874
2008-06-20,254.90326131344748499240710
2008-06-23,443.1357578421666130175248
2008-06-24,-524.90174514571013847075509
2008-06-25,-255.99924765008916768771721
2008-06-26,147.35325032912314527551469
2008-06-27,1249.84574879202043845548731
2008-06-30,846.4982477386963680199278
2008-07-01,-175.3192528307553917287456
2008-07-02,-153.2027529162411483499119
2008-07-03,430.2360260986885730514267
2008-07-04,-299.7214342385340925084064
2008-07-07,-247.5788940840005680418270
2008-07-08,273.8236465623843654513356
2008-07-09,-377.9238122992840545914441
2008-07-10,273.8287293310894277081814
2008-07-11,482.3912714536000866730033
2008-07-14,352.0438140683432150738289
2008-07-15,1134.1463571754141241330521
2008-07-16,-273.6310992250918564717722
